num_comments,score,ups
705,1198,2817
7092,1193,2176
291,1195,3810
274,1195,1640
334,1196,2238
8045,1194,2350
280,1198,4671
423,1195,2641
62,1192,2517
77,1195,2555
130,1192,3062
399,1189,3055
191,1190,2517
264,1185,2337
1150,1188,4281
158,1186,2027
362,1186,3438
584,1189,3576
345,1187,3405
626,1192,1749
122,1191,2824
257,1184,2425
282,1188,2824
315,1187,2292
1142,1186,3684
483,1184,1809
198,1186,2390
161,1187,1881
134,1184,1724
219,1178,2383
249,1186,3511
395,1185,2420
237,1188,1639
233,1181,4259
514,1182,2591
907,1185,6452
514,1179,3805
609,1185,3068
59,1185,1757
56,1179,2277
190,1184,2648
247,1176,1652
125,1178,2633
190,1179,2334
306,1180,4025
436,1172,1861
89,1177,1886
437,1177,3643
315,1175,4626
135,1172,2335
115,1181,3337
370,1177,1978
350,1172,2297
96,1172,2956
504,1176,2719
323,1179,5242
124,1172,1920
193,1177,4404
384,1172,2845
312,1173,5075
74,1177,2385
425,1168,8625
366,1168,2349
358,1172,2565
9241,1167,2793
237,1174,3039
208,1174,2112
156,1170,2178
84,1167,2342
289,1169,2397
7663,1170,2338
298,1165,3196
63,1165,2142
10650,1167,3126
1096,1168,2547
65,1165,2304
263,1160,2086
228,1167,3136
70,1164,3847
80,1170,2265
292,1166,2045
116,1163,2391
420,1162,2475
170,1168,1999
241,1164,2595
48,1166,2418
268,1164,2728
448,1164,4065
240,1165,3111
459,1166,2383
285,1158,2758
262,1161,3002
615,1161,3527
466,1163,3714
120,1156,2824
590,1159,4558
195,1164,2262
558,1157,2529
571,1160,4474
280,1161,4002
182,1160,2718
136,1158,3555
158,1154,4400
61,1155,4380
870,1159,1649
5865,1159,2235
145,1158,1794
164,1161,2467
2,1157,1254
409,1157,3823
199,1157,3619
116,1158,4623
489,1151,3520
320,1156,2496
100,1153,2796
281,1154,2792
453,1157,2965
405,1154,4688
527,1153,3813
423,1151,2730
165,1157,2034
90,1149,1642
778,1153,2497
359,1154,4015
166,1156,2306
188,1149,3131
618,1150,3873
524,1146,2277
578,1152,2451
355,1146,2280
374,1146,1319
1128,1149,6795
341,1147,3445
404,1150,2003
1110,1147,5102
420,1142,2583
351,1145,2369
206,1144,2303
172,1147,2139
690,1143,4324
78,1142,1917
248,1143,5722
175,1145,1875
369,1142,1969
713,1146,3792
146,1145,3158
302,1147,1738
130,1139,2152
98,1140,3862
528,1135,5021
186,1144,2184
370,1137,2433
96,1138,1864
276,1139,2895
395,1138,4933
141,1135,1933
193,1135,2551
304,1138,4278
85,1138,2924
236,1136,2337
252,1139,2580
824,1128,5109
42,1137,1699
148,1136,3027
493,1136,3115
331,1138,4114
115,1134,1483
454,1133,2039
173,1128,2810
645,1129,3888
757,1135,8168
43,1132,2512
371,1131,4882
342,1125,4784
61,1131,2225
98,1128,2405
193,1126,2222
1026,1127,3385
136,1126,2348
43,1124,2370
160,1127,4297
324,1128,2066
315,1124,3191
267,1123,2851
420,1122,1817
233,1129,2028
68,1126,1714
143,1127,3204
242,1119,2327
224,1120,1785
76,1120,2432
118,1123,2621
192,1123,2064
254,1123,3686
128,1118,2066
154,1115,4628
249,1127,2711
85,1122,1900
114,1124,2808
353,1115,6283
324,1119,3394
162,1117,2547
56,1122,3288
297,1119,2562
137,1116,1862
79,1118,1976
310,1115,1885
260,1119,2525
144,1119,4239
79,1114,2589
288,1115,2505
409,1117,2905
409,1112,4061
219,1119,3190
149,1115,2291
114,1119,1521
349,1111,2267
154,1109,5686
138,1116,3975
120,1113,2562
517,1111,4766
312,1107,2846
258,1112,2278
1438,1111,8195
111,1112,2076
495,1112,2784
55,1110,1546
172,1111,2083
134,1106,1561
274,1104,2818
157,1106,2186
515,1110,2402
608,1106,5845
734,1106,10366
964,1098,2784
126,1107,2084
283,1105,2685
217,1104,2206
401,1100,3327
581,1097,3749
178,1101,1619
87,1105,3547
211,1101,1444
657,1099,5892
2770,1099,13093
371,1095,3193
41,1096,1707
153,1097,1704
83,1095,1745
73,1093,1565
164,1095,2162
4764,1095,1970
96,1098,2604
212,1095,1855
1233,1102,8363
118,1099,2221
746,1089,6109
138,1088,1537
64,1093,1588
286,1093,2655
530,1087,3616
141,1091,2736
501,1087,2897
287,1088,2851
2681,1083,10249
1568,1085,7374
138,1091,2271
838,1093,4893
115,1093,1877
238,1086,3387
46,1091,1432
183,1088,2825
101,1093,1792
99,1088,1757
56,1089,1417
800,1092,3801
269,1086,2136
113,1084,1843
643,1082,8101
603,1087,1507
171,1082,2956
246,1077,3069
202,1079,1774
81,1084,2162
346,1082,2484
58,1082,3311
66,1086,2169
118,1082,1402
149,1078,1882
82,1075,1705
259,1079,4921
156,1080,1624
518,1079,2886
351,1083,3003
327,1079,3767
205,1078,1505
74,1079,2424
291,1078,3130
170,1083,3699
38,1080,1575
481,1075,2453
266,1074,1659
340,1077,2437
269,1077,2880
124,1074,1743
299,1078,2843
309,1070,1846
151,1071,2467
110,1076,1580
109,1073,2068
364,1073,7298
217,1071,2206
292,1078,2062
118,1074,4729
60,1069,2290
94,1070,1926
221,1068,2297
1138,1076,6985
241,1076,1784
186,1072,6112
151,1070,2596
1801,1068,2237
54,1070,1751
244,1062,1800
381,1072,2384
95,1064,1953
238,1064,4015
526,1068,3576
56,1065,1670
82,1062,2092
353,1068,2289
215,1062,2165
54,1062,2210
249,1067,1874
84,1062,1948
384,1057,2433
215,1060,1843
895,1057,2243
422,1056,2013
378,1060,3732
159,1060,1774
181,1058,2016
260,1055,2506
295,1063,2490
126,1061,1843
2343,1058,8777
51,1061,1867
16,1061,1639
193,1056,2094
150,1061,1752
80,1061,3050
395,1050,5815
197,1055,2007
2208,1052,11800
187,1052,1798
138,1053,1749
416,1045,1755
133,1051,1810
1307,1049,6740
655,1050,2476
130,1048,2751
177,1049,1492
173,1050,1925
132,1052,2434
349,1043,2634
154,1049,2527
196,1052,2106
71,1052,1632
134,1049,1687
73,1050,2759
197,1048,1636
508,1049,3258
113,1050,2491
251,1042,2439
150,1050,3509
448,1045,6792
297,1044,2456
2093,1040,8459
104,1038,2189
367,1044,2143
84,1045,2461
208,1043,3062
356,1039,4561
287,1044,2272
3,1040,1137
168,1045,2760
220,1041,1483
108,1039,1802
619,1035,2819
797,1039,3677
264,1039,1766
139,1035,2399
154,1038,1999
105,1033,1887
78,1042,2625
672,1035,3138
167,1034,1867
285,1035,1690
6151,1038,1856
431,1032,8576
89,1035,1935
303,1037,1649
114,1034,1513
45,1029,1688
616,1030,2705
235,1030,2927
95,1031,1927
73,1033,1652
148,1029,1385
120,1034,1842
850,1025,4016
132,1030,2152
100,1030,2501
148,1026,2399
55,1025,1580
1769,1028,11628
144,1021,3064
238,1027,3495
94,1023,1836
107,1020,1562
197,1023,1905
163,1026,5203
848,1030,7116
98,1024,2151
157,1022,1987
193,1022,5371
39,1020,1700
85,1024,1942
222,1020,3020
244,1023,1706
66,1025,1920
466,1024,3863
350,1016,1788
650,1021,3132
799,1021,6060
85,1016,3256
227,1017,3971
46,1017,1919
273,1023,3713
95,1020,2897
97,1013,2781
142,1012,2203
93,1011,2891
118,1010,3545
145,1010,2476
242,1010,3627
76,1001,1728
215,1003,1707
64,1006,2151
138,1009,1958
417,1004,3075
129,998,1842
545,1000,4416
184,1003,2914
68,995,1939
380,1002,2287
54,996,2502
264,999,3310
125,993,2109
36,991,1324
180,987,2271
97,992,1609
90,991,2093
96,987,2339
1230,993,2707
290,981,2349
204,988,1936
353,985,3571
433,984,2350
135,982,3161
1244,981,3248
179,983,2108
102,986,2335
450,980,2467
595,975,5216
130,977,2636
72,984,1905
135,973,1596
106,974,2765
38,975,2928
1032,972,2163
77,975,2314
500,966,2577
102,968,2190
85,965,2029
150,971,1824
105,968,2264
146,966,2323
68,964,2907
60,961,1962
178,963,1489
112,957,2258
153,955,2417
47,962,1994
148,957,2241
472,955,3707
57,956,1686
133,951,1653
98,955,1889
20,956,1834
136,952,2188
127,952,1864
187,951,2755
78,952,2326
345,946,2602
75,951,2044
119,948,1856
611,945,3442
360,943,3064
64,941,1570
177,941,2743
164,941,1523
122,938,2419
71,939,1685
272,938,2585
128,936,3008
153,934,1486
56,940,2049
146,939,1798
100,933,1305
744,929,4415
217,935,1564
113,928,2549
94,936,1434
124,930,1809
94,931,1859
159,932,2989
53,926,1682
80,925,1598
77,929,1677
97,930,1491
102,922,1697
92,927,1905
364,923,1398
60,928,1860
291,922,2191
110,928,2660
325,920,1723
52,919,1829
2943,918,7133
87,919,2906
114,915,2411
166,919,2289
217,915,1921
160,914,2286
126,915,1971
139,908,2244
69,907,1453
85,906,1760
55,904,1943
42,909,2487
413,911,2793
125,911,2042
50,910,2571
69,909,2281
353,903,1495
64,908,2400
304,902,2058
153,902,1940
104,906,1757
37,900,1683
126,902,2308
708,901,3717
146,903,1393
91,901,2813
1111,900,3558
92,893,1841
214,893,2008
31,894,1697
46,894,2101
46,893,1393
111,891,2597
126,894,3166
153,892,2633
152,889,1884
314,892,1344
178,890,2481
312,890,1984
115,887,1810
196,890,2040
153,888,1934
106,881,1773
210,885,1562
152,880,1262
166,883,2050
94,885,2169
40,877,1608
241,879,2335
65,877,1836
125,873,2028
182,874,1964
115,878,2614
42,875,1250
172,872,2801
374,872,2648
118,872,2412
45,872,1843
37,865,1417
189,870,3029
75,868,1799
35,872,2063
119,863,1774
283,864,4211
428,866,2463
98,863,1339
76,863,2235
73,856,2245
429,858,3245
116,859,1486
95,857,1251
235,854,1575
389,853,2320
83,857,1379
252,859,1512
171,854,1596
58,856,3109
99,850,1291
169,847,1543
64,848,1349
446,843,2574
30,841,1238
102,850,1893
82,849,1460
78,838,1598
62,841,1402
128,842,1503
47,835,1387
97,838,1237
152,840,1258
141,840,1965
73,844,1801
25,841,1482
307,838,4526
66,828,1560
136,834,1289
135,830,3118
101,831,2885
68,838,1077
58,833,1471
162,829,2681
72,830,1999
74,835,1769
74,825,1465
242,831,1446
87,828,1499
99,828,1589
161,824,1675
125,825,1705
185,821,2823
244,822,1977
78,816,1559
150,818,3471
1680,817,2579
100,814,2174
49,817,1739
135,813,2586
114,810,1994
54,809,1263
71,809,1541
108,812,1603
84,810,1323
259,805,1355
93,804,1775
288,806,1615
51,809,1460
149,806,1645
86,810,1624
124,800,1334
69,801,2649
62,806,1680
113,801,1286
102,803,2099
145,801,1489
82,796,1199
145,800,2304
372,798,2538
133,796,1801
69,801,2110
93,796,1767
220,801,2554
59,800,1772
264,797,1629
36,792,1507
34,792,1677
122,792,2873
114,792,1261
220,787,2429
183,791,2457
76,791,2430
101,790,1205
93,790,1927
65,786,1292
80,789,1446
46,782,1293
51,785,1829
111,786,1297
470,787,2442
73,788,1340
93,783,1890
55,783,976
34,781,1526
121,779,1996
81,780,1542
198,780,1942
244,777,2827
69,782,1182
34,778,1251
39,775,1718
118,777,1459
114,779,1654
60,779,1577
91,775,1673
186,774,1568
119,776,1616
133,776,1292
144,775,1601
51,778,1741
45,776,1451
59,778,1275
268,768,3676
56,776,1439
40,768,2079
16,772,1488
82,770,1253
172,771,1871
91,762,1280
191,768,2617
48,762,1150
234,763,1435
142,765,2007
196,761,1836
120,755,1485
142,761,1380
79,756,1301
200,752,1370
68,754,1349
46,753,1393
110,756,1420
75,748,1896
13,751,1252
864,750,9774
316,756,3943
109,749,1759
171,757,988
267,749,1304
87,746,1368
968,747,2119
161,747,3187
165,740,1847
208,739,1308
145,746,1502
171,747,1845
25,742,1320
38,741,1296
116,745,1508
51,742,1791
59,735,1047
151,740,1840
161,740,1752
133,744,1450
52,736,1083
24,739,1408
170,733,2162
32,738,1497
76,736,1573
129,732,1121
301,730,1760
211,735,1316
61,731,1659
33,733,1869
64,732,1614
94,726,1270
22,735,1085
43,733,1470
114,730,2206
52,730,1317
43,728,1432
222,729,1289
65,730,1283
51,728,1164
120,725,3013
76,728,1432
500,728,1418
38,725,1355
98,724,1418
252,718,1771
227,723,2299
160,723,1417
152,724,3265
33,723,1257
263,723,901
258,721,1257
84,717,1118
107,719,1433
71,723,1581
52,715,960
100,718,1461
138,715,1648
49,720,1614
59,720,1662
179,718,1476
111,718,1311
62,717,1098
54,712,1277
77,717,1798
206,708,2150
254,717,995
229,714,1594
82,706,902
59,706,2193
54,709,1355
118,703,1670
73,706,1525
42,706,1236
245,699,2786
46,698,1178
75,701,1547
54,701,1146
37,705,1390
44,697,1012
32,699,1077
43,700,1434
73,695,911
123,698,1198
358,695,3375
47,700,1394
66,694,1494
111,705,1711
260,704,1200
39,692,1109
170,694,759
40,696,1081
257,692,4139
227,698,2266
81,692,1060
118,690,2063
92,690,1839
50,694,995
119,693,1937
48,695,1215
246,693,1372
115,689,1224
1087,696,1775
32,689,1302
44,688,1002
158,683,1297
371,686,1821
435,682,6759
149,689,1530
148,685,2194
72,684,1772
242,686,1255
87,689,1578
134,684,1269
118,682,1169
118,684,1460
80,683,1103
28,682,1611
49,682,1085
36,679,1175
579,685,4213
215,678,1161
53,682,1091
224,680,1118
144,681,1765
75,681,1811
40,678,1189
352,679,1744
94,682,1649
101,674,1601
70,679,864
60,673,3168
48,673,1035
24,674,1183
113,675,1983
132,678,1404
43,673,1101
72,670,1302
87,669,1621
117,676,1055
299,669,1473
50,669,1315
29,667,905
93,663,1061
54,669,1476
211,666,1395
27,664,1434
134,660,1179
39,666,1561
263,661,1518
81,663,1597
44,665,883
310,656,3197
100,659,877
132,662,1099
26,658,884
988,4233,25216
709,2463,17436
841,2811,18514
265,2808,13738
155,2806,9047
527,2804,11023
1922,2807,18368
869,2802,23333
3163,2799,55411
189,2802,22604
617,2796,40553
774,2804,19537
841,2806,11488
129,2810,13666
179,2802,12453
1188,2800,28433
263,2803,19389
678,2807,14869
422,2803,25585
2272,2796,25594
1573,2802,27764
333,2795,18423
494,2799,15866
331,2798,14293
726,2795,27656
460,2801,15462
334,2794,12720
227,2793,12019
183,2795,13985
193,2794,6246
670,2794,22872
893,2800,19493
659,2795,27066
834,2794,26601
831,2788,27954
465,2794,22012
1398,2792,32697
539,2790,19924
748,2788,29435
432,2792,13246
181,2793,14222
276,2794,11780
342,2784,21304
246,2792,20112
199,2787,18092
834,2783,24302
524,2786,16235
193,2784,14487
854,2790,16796
150,2792,13070
1772,2782,33861
957,2794,11993
310,2786,18711
160,2789,6829
491,2784,22343
468,2787,9614
201,2784,12059
207,2787,6604
201,2784,17179
238,2781,11100
1104,2788,24388
519,2785,16762
187,2789,10911
279,2782,14320
564,2785,13926
685,2780,13068
92,2778,10941
535,2776,8064
711,2786,20743
135,2776,12227
2467,2782,18623
684,2776,19703
572,2772,26379
163,2778,12838
192,2773,7828
599,2773,17697
166,2775,13860
383,2771,19815
198,2774,11164
561,2769,25417
1139,2773,30652
2550,2775,14363
361,2770,18293
312,2770,11794
631,2768,25323
405,2770,11928
383,2767,18168
1584,2775,35887
618,2768,10031
834,2770,29874
1347,2762,29114
320,2767,12201
1272,2770,35507
633,2760,21138
782,2772,35222
1344,2765,20242
238,2764,12025
1181,2768,35080
121,2770,10278
977,2763,20853
377,2764,21557
152,2770,9846
1104,2758,34252
849,2756,21594
452,2759,19866
110,2767,9297
108,2762,10226
546,2758,14181
417,2764,11473
325,2761,15979
474,2760,26686
896,2760,18550
462,2762,18480
3420,2772,39568
855,2762,17192
1196,2761,20369
995,2763,21002
1004,2762,36909
488,2752,20779
580,2756,15515
162,2754,16289
57,2753,6097
316,2753,16913
1182,2749,29994
806,2752,24030
495,2749,13108
454,2750,8876
785,2744,24216
1281,2754,28748
323,2753,10666
135,2743,9830
309,2748,9554
1058,2749,24080
280,2751,15108
402,2747,11135
650,2750,19253
609,2752,12435
120,2749,12682
432,2745,28668
672,2750,19475
211,2745,13856
392,1785,17293
564,2623,31505
327,2629,14065
1215,2626,44721
219,2624,20645
367,2626,24419
718,2629,22002
1238,2620,22360
2053,2621,20072
299,2625,20771
494,2625,29320
498,2619,35452
359,2622,10147
458,2615,17376
578,2620,19589
478,2618,20217
387,2617,17592
570,2613,14888
143,2616,13880
605,2619,23893
689,2610,29766
454,2610,28535
2216,2616,59565
677,2612,22028
519,2611,21377
405,2611,11602
392,2613,27182
155,2611,13756
446,2614,25165
944,2609,25585
410,2625,15706
394,2603,29960
395,2609,22958
354,2609,26561
504,2610,27984
760,2609,28183
1593,2607,45974
829,2613,25513
783,2607,25325
339,2608,14127
811,2602,27528
150,2611,19868
784,2600,27339
514,2604,19147
309,2612,10818
272,2602,18714
1435,2611,23060
400,2608,21481
1944,2608,26015
948,2602,26691
187,2608,31616
443,2600,21965
315,2601,15910
664,2607,47114
539,2602,22628
226,2602,12829
91,2601,10619
387,2600,27908
484,2592,27313
367,2055,15002
757,2596,33390
926,2602,23472
537,2593,26231
420,2600,21195
827,2599,26275
508,2602,13691
801,2567,24084
589,2603,34003
240,2598,24285
847,2593,47882
122,2595,12873
117,2593,16953
228,2592,10293
519,2588,17831
477,2594,26087
905,2595,28238
111,2586,11312
186,2588,12357
1671,2587,19803
159,1945,8848
418,2589,14819
305,2603,11505
843,2591,16469
309,2589,15859
446,2584,23599
294,2585,21942
305,2584,21821
457,2592,27074
1331,2578,21400
349,2585,27731
111,2593,12115
173,2578,6265
349,2583,14968
638,2574,28657
713,2575,21640
281,2582,22622
206,2577,14482
226,2579,13771
675,2579,30983
364,2581,16810
194,2574,24220
150,2579,14527
422,2572,21346
1495,2576,26527
1042,2571,22913
212,2579,22499
449,2577,28476
387,2573,25297
499,2569,21030
343,2572,18659
294,2569,29821
461,2575,39774
140,2575,10628
373,2574,12637
215,2568,17482
93,2572,5102
168,2572,15492
564,2573,35705
172,2565,18397
357,2571,16403
226,2570,9760
415,2568,13716
266,2563,19785
430,2567,17617
1519,2564,27394
367,2564,27853
1064,2563,27603
380,2562,26896
546,2565,15106
1719,2491,7148
440,2485,4824
249,2493,4706
580,2484,4949
798,2488,5600
599,2478,9637
1537,2478,10765
357,2484,5800
1231,2474,11076
1032,2477,7340
1798,2482,7844
285,2473,3996
3529,2478,12077
446,2478,6428
1464,2477,7255
607,2473,5181
2414,2479,11582
853,2478,6146
372,2478,4949
3879,2473,11672
602,2474,5516
799,2468,8405
457,2474,6995
1726,2471,12583
862,2474,6804
801,2470,5301
446,2466,4259
519,2468,5147
1252,2469,8801
224,2468,4327
1619,2467,8747
593,2465,5379
507,2466,5430
1009,2466,11085
751,2458,8647
685,2458,6799
612,2461,5527
2970,2457,10857
876,2457,5913
3116,2455,10686
1031,2450,10348
520,2460,6135
1952,2454,11277
247,2458,5055
1520,2457,7268
306,2453,4567
1714,2453,9528
389,2454,5605
985,2445,6160
2562,2452,16451
854,2444,4697
916,2450,11303
1065,2450,10137
895,2440,9317
1918,2442,14238
1187,2455,10487
2696,2452,14301
4174,2447,22191
571,2445,5476
2174,2453,12053
553,2445,5696
2278,2442,9829
1008,2439,7599
712,2445,4128
425,2441,5473
287,2435,4265
1734,2435,13850
345,2439,5272
1490,2436,12104
653,2438,5165
793,2438,4139
1379,2432,10365
2660,2442,12097
2046,2431,5739
883,2427,5244
742,2431,4000
1839,2429,6880
1691,2427,8193
1443,2432,11611
1408,2426,8277
546,2426,5942
1003,2427,10644
362,2424,4364
451,2421,3814
1163,2423,10464
2348,2420,8147
787,2420,4971
319,2428,5741
445,2422,5333
1539,2421,11539
2220,2419,19311
316,2417,4551
937,2415,7331
2379,2416,10205
283,2415,4171
3087,2412,11454
741,2412,8128
2027,2411,19834
492,2413,4532
1652,2410,12528
878,2409,5412
556,2409,4494
1080,2412,5308
771,2407,6336
7701,2408,15552
1218,2404,7432
249,2409,4423
820,2407,8868
429,2399,5997
467,2405,5159
1332,2402,11235
707,2399,6235
2627,2407,11243
2388,2398,5549
684,2401,5280
672,2402,4422
1320,2397,8175
1574,2390,7717
209,2394,3211
792,2392,9372
494,2388,4776
5684,2386,14236
339,2392,3976
618,2388,5173
1122,2388,7612
626,2380,4789
732,2388,7510
1125,2392,7331
530,2382,8092
296,2384,4725
408,2382,4477
4143,2380,25229
2448,2387,15777
1067,2385,6288
777,2381,5034
2995,2377,11345
607,2378,5274
2169,2381,9173
491,2376,4409
2323,2377,8346
503,2373,4631
2259,2369,6864
14549,2378,20151
1604,2370,7612
406,2369,6684
1762,2372,5023
348,2366,4751
278,2369,4761
591,2374,6999
1708,2361,11795
969,2364,11107
1683,2359,6174
2415,2368,9945
351,2365,6391
4841,2362,13071
274,2365,3465
2719,2371,17199
796,2364,5938
788,2362,5096
709,2357,5696
705,2361,4536
1093,2356,4361
2404,2358,14089
581,2350,5076
1897,2346,8104
801,2355,11109
280,2347,4712
594,2350,4037
2910,2350,12372
1468,2348,8218
725,2345,5662
1916,2350,15406
972,2338,7037
1420,2341,14884
1328,2342,9438
368,2341,4284
572,2339,4213
344,2344,4721
1286,2344,8714
470,2346,4735
553,2338,7669
395,2335,4512
453,2334,5593
462,2332,4167
773,2339,4859
287,2335,4163
744,2331,5011
285,2328,5041
793,2332,4727
398,2331,4597
484,2332,4235
632,2326,4102
824,2325,5470
1301,2329,9387
541,2323,5638
275,2324,5853
688,2324,3345
1065,2327,7394
957,2322,8445
802,2322,4784
1844,2326,13750
598,2321,5121
507,2318,6934
1266,2322,8006
464,2318,4837
755,2318,7712
1858,2315,8309
1321,2318,7040
2128,2321,14446
2128,2314,10750
253,2310,3996
590,2313,5328
1561,2312,13523
527,2308,5856
670,2309,4048
932,2311,4116
1087,2318,9477
356,2311,4758
748,2310,4152
816,2313,7867
1356,2309,9477
1687,2312,16255
676,2311,5464
1472,2311,7116
765,2309,7553
736,2310,8629
2732,2308,11446
389,2313,3489
1722,2309,7581
1855,2310,15479
375,2310,6428
1739,2309,6422
790,2307,11446
446,2303,5055
765,2301,7462
4249,2306,7067
364,2298,3400
324,2303,4904
346,2302,3875
580,2300,5242
3519,2301,10356
811,2300,9292
449,2304,3673
410,2303,4153
289,2305,4256
1018,2300,6974
409,2296,5912
480,2297,3737
1421,2296,23363
1171,2300,5560
484,2296,4522
409,2303,7892
1122,2293,8630
1520,2291,6046
1298,2298,5217
950,2297,6566
425,2292,8846
315,2296,4307
519,2297,8503
376,2296,6113
889,2293,5543
1900,2298,13370
3270,2289,22198
905,2291,5749
450,2287,5104
1296,2291,12809
1905,2295,8140
1806,2290,15604
119,2289,3813
448,2289,9990
2935,2308,9893
1001,2292,8643
383,2290,3717
834,2289,9960
1636,2289,10952
582,2288,3819
287,2291,6203
1055,2288,4866
726,2289,5176
693,2285,10911
354,2286,4214
616,2291,9450
374,2285,5150
461,2283,5780
327,2285,4686
310,2280,4248
999,2281,10023
766,2285,9913
1437,2291,14238
672,2281,4625
990,2283,13385
1274,2286,11639
1083,2284,11143
558,2280,6475
2353,2286,12707
214,2280,4677
1475,2288,8986
354,2276,3871
206,2277,3852
1366,2278,8269
632,2274,5899
495,2278,5239
1180,2278,6819
289,2281,5771
837,2279,7278
1213,2277,4961
366,2277,4953
974,2278,7535
318,2274,5060
1158,2273,12011
1400,2277,6422
270,2278,4407
843,2272,7368
777,2274,9336
389,2269,4365
1170,2273,8247
611,2272,10020
913,2266,10912
1101,2268,9777
1136,2270,10080
613,2272,7167
406,2271,4706
938,2271,9187
562,2268,5941
1083,2267,17506
833,2267,7579
780,2271,4381
352,2270,4771
271,2267,3673
2988,2261,22831
843,2269,12207
1403,2267,11006
1134,2264,9728
1909,2267,25272
257,2265,5249
709,2266,11761
324,2261,7308
463,2268,6836
493,2260,4982
386,2267,6982
1050,2265,6212
2592,2268,4932
863,2263,5207
570,2261,5993
512,2266,3494
556,2265,4713
1932,2263,6157
1270,2262,7360
1077,2266,6325
994,2260,5533
1734,2265,9138
217,2267,6766
3064,2261,7052
607,2262,8404
755,2258,6605
274,2259,3692
581,2260,5211
1211,2258,5078
1037,2263,5357
925,2260,5222
516,2261,5964
1034,2260,6899
480,2259,5058
5735,2255,8475
527,2264,4319
601,2258,4486
236,2265,4685
1535,2258,9896
335,2259,3739
235,2260,5655
756,2260,6658
623,2262,10365
207,2263,4565
218,2261,4419
121,2255,4408
636,2254,5062
897,2257,4694
1043,2254,8893
543,2256,6193
685,2254,5292
602,2255,7116
1362,2253,11748
1093,2254,17297
292,2257,4342
598,2247,4144
679,2255,11297
683,2249,4074
309,2254,4205
1207,2252,18672
300,2253,5036
662,2249,11497
728,2248,5793
623,2250,5599
602,2251,4463
190,2245,4371
282,2253,3624
1639,2254,11108
1879,2247,24461
1232,2243,4737
1065,2251,4032
663,2249,4122
329,2249,3627
424,2245,4404
2476,2242,8061
150,2248,3908
248,2250,4595
360,2247,3968
557,2246,6931
252,2247,5159
433,2243,7055
453,2242,6018
618,2240,15547
2582,2245,10274
1263,2240,9028
518,2236,4941
131,2239,4417
238,2239,3910
269,2234,4596
544,2238,7842
636,2232,13766
470,2238,5434
280,2229,5586
301,2235,5309
312,2234,6180
2682,2235,7403
821,2228,11562
434,2231,5389
602,2230,8750
303,2226,4985
1616,2234,16719
188,2234,5612
1670,2224,19460
166,2225,4642
929,2227,5178
695,2223,5885
105,2224,3126
1001,2221,8682
477,2218,9696
463,2216,5351
461,2214,3885
388,2213,5585
504,2228,8524
582,2212,4311
191,2218,4034
143,2212,3879
405,2215,4512
266,2212,6323
895,2223,5105
702,2212,5045
343,2212,14672
206,2207,5902
210,2207,9693
442,2208,6196
1065,2204,9239
37,2214,3975
334,2207,8323
100,2204,8273
314,2209,8228
194,2210,8569
158,2213,9227
347,2208,10096
646,2214,9503
103,2206,6458
62,2214,6537
97,2210,6943
1314,2213,7154
580,2208,6125
186,2208,13130
694,2206,10547
998,2214,9538
264,2210,12225
340,2212,9191
235,2205,4917
596,2206,5985
122,2208,8781
529,2206,9005
127,2205,12248
48,2208,7289
62,2206,8496
186,2209,10240
431,2208,10073
81,2202,9672
313,2208,14394
195,2203,8690
131,2204,9709
412,2207,16124
974,2204,19914
94,2208,9243
261,2204,19066
336,2209,15861
168,2201,12948
159,2204,9890
396,2203,11635
280,2199,12537
155,2195,7920
494,2200,14652
416,2195,17420
136,2193,8902
99,2202,11647
141,2199,10279
241,2198,9073
89,2197,10867
311,2193,10492
165,2198,9343
102,2198,8335
319,2200,9906
118,2200,10193
175,2201,7845
168,2191,12092
185,2192,6858
411,2191,20958
96,2196,9909
449,2193,20800
165,2189,7288
142,2189,7707
77,2193,7345
530,2197,21609
36,2197,3085
135,2198,7053
143,2190,9101
62,2193,4826
1270,2069,9482
386,2073,6143
372,2074,12234
1268,2072,15329
2638,2074,18216
286,2076,4355
158,2070,6373
279,2070,12102
2073,2069,7983
250,2070,12018
385,2065,11540
1030,2062,13234
1103,2072,10924
658,2068,14122
454,2070,14319
393,2069,13170
397,2066,15161
220,2066,8128
252,2067,9552
972,2063,11746
1623,2071,17609
456,2064,15865
1456,2066,20292
1116,2064,15747
423,2064,10328
854,2059,7209
757,2062,14358
394,2060,8051
556,2066,22432
775,2061,13495
307,2064,6923
358,2062,7180
253,2055,6146
353,2060,9238
547,2056,23871
48,2056,6984
242,2057,8614
183,2063,7451
748,2059,8110
758,2057,18324
855,2059,14073
529,2061,10925
365,2062,4778
723,2057,14145
859,2055,17117
398,2060,12807
639,2057,9076
227,2054,5507
570,2057,10868
345,2061,6230
872,2055,4561
390,2054,6097
670,2055,8715
206,2054,5660
514,2054,12365
370,2053,8911
194,2054,8053
616,2054,17200
547,2051,14162
374,2053,15863
2746,2049,29406
594,2050,15960
524,2049,22341
396,2051,14390
303,2050,5515
171,2057,7170
1496,2055,14522
1608,2052,14937
748,2050,18569
1092,1897,17227
184,2049,7395
431,2051,7776
387,2054,6476
261,2049,9405
119,2055,7299
242,2056,13812
624,2049,18121
713,2049,6335
413,2055,10431
106,2051,6744
652,2055,11471
921,2047,15330
820,2046,18926
1023,2051,14618
521,2047,16107
196,2051,5229
505,2048,6256
411,2051,12055
